congress,chamber,rollnumber,icpsr,cast_code,prob
92,Senate,1,52,1,
92,Senate,1,142,3,
92,Senate,1,165,1,
92,Senate,1,645,1,
92,Senate,1,660,1,
92,Senate,1,688,1,
92,Senate,1,823,1,
92,Senate,1,1252,3,
92,Senate,1,1366,1,
92,Senate,1,1482,1,
92,Senate,1,1569,9,
92,Senate,1,1721,1,
92,Senate,1,2052,1,
92,Senate,1,2087,1,
92,Senate,1,2267,3,
92,Senate,1,2822,9,
92,Senate,1,2901,1,
92,Senate,1,2987,1,
92,Senate,1,3255,9,
92,Senate,1,3388,1,
92,Senate,1,3658,1,
92,Senate,1,3824,1,
92,Senate,1,4148,1,
92,Senate,1,4154,1,
92,Senate,1,4660,1,
92,Senate,1,4728,9,
92,Senate,1,4812,1,
92,Senate,1,4851,1,
92,Senate,1,4898,1,
92,Senate,1,5073,9,
92,Senate,1,5767,1,
92,Senate,1,5913,9,
92,Senate,1,5967,1,
92,Senate,1,6151,1,
92,Senate,1,6249,3,
92,Senate,1,6256,1,
92,Senate,1,6442,1,
92,Senate,1,6611,9,
92,Senate,1,6754,9,
92,Senate,1,6796,3,
92,Senate,1,6831,9,
92,Senate,1,7229,1,
92,Senate,1,7637,1,
92,Senate,1,7638,1,
92,Senate,1,7722,1,
92,Senate,1,7847,3,
92,Senate,1,8301,1,
92,Senate,1,8666,1,
92,Senate,1,8764,1,
92,Senate,1,8883,1,
92,Senate,1,9141,1,
92,Senate,1,9174,9,
92,Senate,1,9369,1,
92,Senate,1,10147,9,
92,Senate,1,10450,1,
92,Senate,1,10513,1,
92,Senate,1,10514,1,
92,Senate,1,10535,1,
92,Senate,1,10557,1,
92,Senate,1,10571,1,
92,Senate,1,10593,9,
92,Senate,1,10630,1,
92,Senate,1,10777,9,
92,Senate,1,10800,9,
92,Senate,1,10802,1,
92,Senate,1,10804,1,
92,Senate,1,10805,9,
92,Senate,1,10807,1,
92,Senate,1,10808,9,
92,Senate,1,10810,1,
92,Senate,1,10812,1,
92,Senate,1,10813,1,
92,Senate,1,10816,1,
92,Senate,1,10817,1,
92,Senate,1,10818,1,
92,Senate,1,10823,1,
92,Senate,1,11044,1,
92,Senate,1,11200,1,
92,Senate,1,11201,3,
92,Senate,1,11202,1,
92,Senate,1,11203,9,
92,Senate,1,11204,1,
92,Senate,1,11205,1,
92,Senate,1,11206,9,
92,Senate,1,12002,1,
92,Senate,1,12032,1,
92,Senate,1,12100,1,
92,Senate,1,12101,1,
92,Senate,1,12102,3,
92,Senate,1,12103,1,
92,Senate,1,12104,1,
92,Senate,1,12105,1,
92,Senate,1,12106,1,
92,Senate,1,12107,1,
92,Senate,1,12108,9,
92,Senate,1,12109,9,
92,Senate,1,13100,1,
92,Senate,1,13101,1,
92,Senate,1,13102,1,
92,Senate,1,13103,1,
92,Senate,1,99904,9,
92,Senate,2,52,1,100.0
92,Senate,2,142,3,97.8
92,Senate,2,165,1,100.0
92,Senate,2,645,1,79.5
92,Senate,2,660,1,100.0
92,Senate,2,688,1,100.0
92,Senate,2,823,1,99.8
92,Senate,2,1252,1,100.0
92,Senate,2,1366,1,100.0
92,Senate,2,1482,1,100.0
92,Senate,2,1569,1,100.0
92,Senate,2,1721,1,100.0
92,Senate,2,2052,1,100.0
92,Senate,2,2087,6,12.2
92,Senate,2,2267,1,40.9
92,Senate,2,2822,9,77.0
92,Senate,2,2901,1,96.3
92,Senate,2,2987,1,91.1
92,Senate,2,3255,9,99.9
92,Senate,2,3388,1,100.0
92,Senate,2,3658,9,33.1
92,Senate,2,3824,9,98.4
92,Senate,2,4148,1,100.0
92,Senate,2,4154,1,100.0
92,Senate,2,4660,1,59.5
92,Senate,2,4728,3,100.0
92,Senate,2,4812,9,100.0
92,Senate,2,4851,1,100.0
92,Senate,2,4898,1,100.0
92,Senate,2,5073,9,96.8
92,Senate,2,5767,9,99.8
92,Senate,2,5913,3,100.0
92,Senate,2,5967,1,100.0
92,Senate,2,6151,1,82.5
92,Senate,2,6249,3,100.0
92,Senate,2,6256,1,100.0
92,Senate,2,6442,9,100.0
92,Senate,2,6611,9,100.0
92,Senate,2,6754,9,100.0
92,Senate,2,6796,3,93.2
92,Senate,2,6831,3,100.0
92,Senate,2,7229,1,100.0
92,Senate,2,7637,1,99.9
92,Senate,2,7638,1,100.0
92,Senate,2,7722,1,100.0
92,Senate,2,7847,1,100.0
92,Senate,2,8301,1,100.0
92,Senate,2,8666,1,100.0
92,Senate,2,8764,1,100.0
92,Senate,2,8883,1,93.1
92,Senate,2,9141,1,100.0
92,Senate,2,9174,1,96.4
92,Senate,2,9369,6,54.6
92,Senate,2,10147,1,100.0
92,Senate,2,10450,9,97.1
92,Senate,2,10513,1,95.0
92,Senate,2,10514,1,93.9
92,Senate,2,10535,1,100.0
92,Senate,2,10557,1,100.0
92,Senate,2,10571,1,89.7
92,Senate,2,10593,6,23.7
92,Senate,2,10630,1,99.5
92,Senate,2,10777,3,100.0
92,Senate,2,10800,9,100.0
92,Senate,2,10802,6,42.2
92,Senate,2,10804,9,32.8
92,Senate,2,10805,1,100.0
92,Senate,2,10807,1,91.9
92,Senate,2,10808,1,100.0
92,Senate,2,10810,9,100.0
92,Senate,2,10812,1,96.7
92,Senate,2,10813,1,100.0
92,Senate,2,10816,1,100.0
92,Senate,2,10817,1,100.0
92,Senate,2,10818,9,100.0
92,Senate,2,10823,6,39.2
92,Senate,2,11044,1,98.7
