congress,chamber,rollnumber,icpsr,cast_code,prob
99,Senate,1,660,1,
99,Senate,1,1252,1,
99,Senate,1,1366,1,
99,Senate,1,3658,1,
99,Senate,1,4812,1,
99,Senate,1,5767,1,
99,Senate,1,7638,1,
99,Senate,1,8883,3,
99,Senate,1,9369,1,
99,Senate,1,10513,1,
99,Senate,1,10535,1,
99,Senate,1,10562,1,
99,Senate,1,10569,1,
99,Senate,1,10605,1,
99,Senate,1,10791,1,
99,Senate,1,10808,1,
99,Senate,1,10818,1,
99,Senate,1,11029,1,
99,Senate,1,11043,1,
99,Senate,1,11044,1,
99,Senate,1,11203,1,
99,Senate,1,11204,1,
99,Senate,1,12032,1,
99,Senate,1,12039,3,
99,Senate,1,12103,1,
99,Senate,1,12104,1,
99,Senate,1,12107,1,
99,Senate,1,12109,1,
99,Senate,1,13039,1,
99,Senate,1,13050,1,
99,Senate,1,13101,1,
99,Senate,1,14000,1,
99,Senate,1,14002,1,
99,Senate,1,14009,1,
99,Senate,1,14010,1,
99,Senate,1,14056,1,
99,Senate,1,14073,1,
99,Senate,1,14077,1,
99,Senate,1,14101,1,
99,Senate,1,14103,1,
99,Senate,1,14105,1,
99,Senate,1,14107,1,
99,Senate,1,14108,1,
99,Senate,1,14203,1,
99,Senate,1,14213,1,
99,Senate,1,14226,1,
99,Senate,1,14230,1,
99,Senate,1,14242,1,
99,Senate,1,14268,1,
99,Senate,1,14275,1,
99,Senate,1,14300,9,
99,Senate,1,14302,1,
99,Senate,1,14303,3,
99,Senate,1,14304,1,
99,Senate,1,14305,1,
99,Senate,1,14307,1,
99,Senate,1,14423,1,
99,Senate,1,14447,1,
99,Senate,1,14456,1,
99,Senate,1,14500,1,
99,Senate,1,14501,1,
99,Senate,1,14502,1,
99,Senate,1,14503,1,
99,Senate,1,14506,1,
99,Senate,1,14508,1,
99,Senate,1,14509,1,
99,Senate,1,14511,1,
99,Senate,1,14512,1,
99,Senate,1,14628,1,
99,Senate,1,14700,1,
99,Senate,1,14701,1,
99,Senate,1,14702,1,
99,Senate,1,14703,1,
99,Senate,1,14704,1,
99,Senate,1,14705,1,
99,Senate,1,14706,1,
99,Senate,1,14708,1,
99,Senate,1,14709,1,
99,Senate,1,14710,1,
99,Senate,1,14712,1,
99,Senate,1,14713,1,
99,Senate,1,14900,1,
99,Senate,1,14901,1,
99,Senate,1,14902,3,
99,Senate,1,14903,1,
99,Senate,1,14904,1,
99,Senate,1,14905,1,
99,Senate,1,14906,1,
99,Senate,1,14907,1,
99,Senate,1,14908,1,
99,Senate,1,14909,1,
99,Senate,1,14910,1,
99,Senate,1,14912,1,
99,Senate,1,14913,1,
99,Senate,1,14914,1,
99,Senate,1,14915,1,
99,Senate,1,14916,1,
99,Senate,1,14920,1,
99,Senate,1,14921,1,
99,Senate,1,14922,1,
99,Senate,1,99907,1,
99,Senate,2,660,1,
99,Senate,2,1252,1,
99,Senate,2,1366,1,
99,Senate,2,3658,9,
99,Senate,2,4812,1,
99,Senate,2,5767,1,
99,Senate,2,7638,1,
99,Senate,2,8883,3,
99,Senate,2,9369,1,
99,Senate,2,10513,1,
99,Senate,2,10535,9,
99,Senate,2,10562,1,
99,Senate,2,10569,1,
99,Senate,2,10605,1,
99,Senate,2,10791,1,
99,Senate,2,10808,1,
99,Senate,2,10818,1,
99,Senate,2,11029,1,
99,Senate,2,11043,1,
99,Senate,2,11044,1,
99,Senate,2,11203,1,
99,Senate,2,11204,1,
99,Senate,2,12032,1,
99,Senate,2,12039,3,
99,Senate,2,12103,1,
99,Senate,2,12104,1,
99,Senate,2,12107,1,
99,Senate,2,12109,1,
99,Senate,2,13039,1,
99,Senate,2,13050,1,
99,Senate,2,13101,1,
99,Senate,2,14000,1,
99,Senate,2,14002,1,
99,Senate,2,14009,9,
99,Senate,2,14010,1,
99,Senate,2,14056,1,
99,Senate,2,14073,1,
99,Senate,2,14077,1,
99,Senate,2,14101,1,
99,Senate,2,14103,1,
99,Senate,2,14105,1,
99,Senate,2,14107,1,
99,Senate,2,14108,1,
99,Senate,2,14203,1,
99,Senate,2,14213,1,
99,Senate,2,14226,1,
99,Senate,2,14230,1,
99,Senate,2,14242,1,
99,Senate,2,14268,1,
99,Senate,2,14275,1,
99,Senate,2,14300,1,
99,Senate,2,14302,1,
99,Senate,2,14303,3,
99,Senate,2,14304,1,
99,Senate,2,14305,1,
99,Senate,2,14307,1,
99,Senate,2,14423,1,
99,Senate,2,14447,1,
99,Senate,2,14456,1,
99,Senate,2,14500,1,
99,Senate,2,14501,1,
99,Senate,2,14502,1,
99,Senate,2,14503,1,
99,Senate,2,14506,1,
99,Senate,2,14508,1,
99,Senate,2,14509,1,
99,Senate,2,14511,1,
99,Senate,2,14512,1,
99,Senate,2,14628,1,
99,Senate,2,14700,1,
99,Senate,2,14701,1,
99,Senate,2,14702,1,
99,Senate,2,14703,1,
99,Senate,2,14704,1,
99,Senate,2,14705,1,
99,Senate,2,14706,1,
99,Senate,2,14708,1,
99,Senate,2,14709,1,
99,Senate,2,14710,1,
99,Senate,2,14712,1,
99,Senate,2,14713,1,
99,Senate,2,14900,1,
99,Senate,2,14901,1,
99,Senate,2,14902,1,
99,Senate,2,14903,3,
99,Senate,2,14904,1,
99,Senate,2,14905,1,
99,Senate,2,14906,1,
99,Senate,2,14907,1,
99,Senate,2,14908,1,
99,Senate,2,14909,1,
99,Senate,2,14910,1,
99,Senate,2,14912,1,
99,Senate,2,14913,1,
99,Senate,2,14914,1,
99,Senate,2,14915,1,
99,Senate,2,14916,1,
99,Senate,2,14920,1,
99,Senate,2,14921,1,
99,Senate,2,14922,1,
99,Senate,2,99907,1,
99,Senate,3,660,1,
99,Senate,3,1252,1,
99,Senate,3,1366,1,
99,Senate,3,3658,1,
99,Senate,3,4812,1,
99,Senate,3,5767,1,
99,Senate,3,7638,6,
99,Senate,3,8883,3,
99,Senate,3,9369,1,
99,Senate,3,10513,1,
99,Senate,3,10535,9,
99,Senate,3,10562,1,
99,Senate,3,10569,1,
99,Senate,3,10605,1,
99,Senate,3,10791,1,
99,Senate,3,10808,1,
99,Senate,3,10818,1,
99,Senate,3,11029,1,
99,Senate,3,11043,1,
99,Senate,3,11044,1,
99,Senate,3,11203,1,
99,Senate,3,11204,1,
99,Senate,3,12032,1,
99,Senate,3,12039,3,
99,Senate,3,12103,1,
99,Senate,3,12104,1,
99,Senate,3,12107,1,
99,Senate,3,12109,1,
99,Senate,3,13039,1,
99,Senate,3,13050,1,
99,Senate,3,13101,1,
99,Senate,3,14000,1,
99,Senate,3,14002,1,
99,Senate,3,14009,9,
99,Senate,3,14010,1,
99,Senate,3,14056,1,
99,Senate,3,14073,1,
99,Senate,3,14077,1,
99,Senate,3,14101,1,
99,Senate,3,14103,1,
99,Senate,3,14105,1,
99,Senate,3,14107,1,
99,Senate,3,14108,1,
99,Senate,3,14203,1,
99,Senate,3,14213,1,
99,Senate,3,14226,1,
99,Senate,3,14230,1,
99,Senate,3,14242,1,
99,Senate,3,14268,1,
99,Senate,3,14275,1,
99,Senate,3,14300,1,
99,Senate,3,14302,1,
99,Senate,3,14303,3,
99,Senate,3,14304,1,
99,Senate,3,14305,1,
99,Senate,3,14307,1,
99,Senate,3,14423,1,
99,Senate,3,14447,1,
99,Senate,3,14456,1,
99,Senate,3,14500,1,
99,Senate,3,14501,1,
99,Senate,3,14502,1,
99,Senate,3,14503,1,
99,Senate,3,14506,1,
99,Senate,3,14508,1,
99,Senate,3,14509,1,
99,Senate,3,14511,1,
99,Senate,3,14512,1,
99,Senate,3,14628,1,
99,Senate,3,14700,1,
99,Senate,3,14701,1,
99,Senate,3,14702,1,
99,Senate,3,14703,1,
99,Senate,3,14704,1,
99,Senate,3,14705,1,
99,Senate,3,14706,1,
99,Senate,3,14708,1,
99,Senate,3,14709,1,
99,Senate,3,14710,1,
99,Senate,3,14712,1,
99,Senate,3,14713,1,
99,Senate,3,14900,1,
99,Senate,3,14901,1,
99,Senate,3,14902,1,
99,Senate,3,14903,3,
99,Senate,3,14904,1,
99,Senate,3,14905,1,
99,Senate,3,14906,1,
99,Senate,3,14907,1,
99,Senate,3,14908,1,
99,Senate,3,14909,1,
99,Senate,3,14910,1,
99,Senate,3,14912,1,
99,Senate,3,14913,1,
99,Senate,3,14914,1,
99,Senate,3,14915,1,
99,Senate,3,14916,1,
99,Senate,3,14920,1,
99,Senate,3,14921,1,
99,Senate,3,14922,1,
99,Senate,3,99907,1,
99,Senate,4,660,1,
99,Senate,4,1252,1,
99,Senate,4,1366,1,
99,Senate,4,3658,1,
99,Senate,4,4812,1,
99,Senate,4,5767,1,
99,Senate,4,7638,6,
99,Senate,4,8883,3,
99,Senate,4,9369,1,
99,Senate,4,10513,1,
99,Senate,4,10535,9,
99,Senate,4,10562,1,
99,Senate,4,10569,1,
99,Senate,4,10605,1,
99,Senate,4,10791,1,
99,Senate,4,10808,1,
99,Senate,4,10818,1,
99,Senate,4,11029,1,
99,Senate,4,11043,1,
99,Senate,4,11044,1,
99,Senate,4,11203,1,
99,Senate,4,11204,1,
99,Senate,4,12032,1,
99,Senate,4,12039,3,
99,Senate,4,12103,1,
99,Senate,4,12104,1,
99,Senate,4,12107,1,
99,Senate,4,12109,1,
99,Senate,4,13039,1,
99,Senate,4,13050,1,
99,Senate,4,13101,1,
99,Senate,4,14000,1,
99,Senate,4,14002,1,
99,Senate,4,14009,9,
99,Senate,4,14010,1,
99,Senate,4,14056,1,
99,Senate,4,14073,1,
99,Senate,4,14077,1,
99,Senate,4,14101,1,
99,Senate,4,14103,1,
99,Senate,4,14105,1,
99,Senate,4,14107,1,
99,Senate,4,14108,1,
99,Senate,4,14203,1,
99,Senate,4,14213,1,
99,Senate,4,14226,1,
99,Senate,4,14230,1,
99,Senate,4,14242,1,
99,Senate,4,14268,1,
99,Senate,4,14275,1,
99,Senate,4,14300,1,
99,Senate,4,14302,1,
99,Senate,4,14303,3,
99,Senate,4,14304,1,
99,Senate,4,14305,1,
99,Senate,4,14307,1,
99,Senate,4,14423,1,
99,Senate,4,14447,1,
99,Senate,4,14456,1,
99,Senate,4,14500,1,
99,Senate,4,14501,1,
99,Senate,4,14502,1,
99,Senate,4,14503,1,
99,Senate,4,14506,1,
99,Senate,4,14508,1,
99,Senate,4,14509,1,
99,Senate,4,14511,1,
99,Senate,4,14512,1,
99,Senate,4,14628,1,
99,Senate,4,14700,1,
99,Senate,4,14701,1,
99,Senate,4,14702,1,
99,Senate,4,14703,1,
99,Senate,4,14704,1,
99,Senate,4,14705,1,
99,Senate,4,14706,1,
99,Senate,4,14708,1,
99,Senate,4,14709,1,
99,Senate,4,14710,1,
99,Senate,4,14712,1,
99,Senate,4,14713,1,
99,Senate,4,14900,1,
99,Senate,4,14901,1,
99,Senate,4,14902,1,
99,Senate,4,14903,3,
99,Senate,4,14904,1,
99,Senate,4,14905,1,
99,Senate,4,14906,1,
99,Senate,4,14907,1,
99,Senate,4,14908,1,
99,Senate,4,14909,1,
99,Senate,4,14910,1,
99,Senate,4,14912,1,
99,Senate,4,14913,1,
99,Senate,4,14914,1,
99,Senate,4,14915,1,
99,Senate,4,14916,1,
99,Senate,4,14920,1,
99,Senate,4,14921,1,
99,Senate,4,14922,1,
99,Senate,4,99907,1,
99,Senate,5,660,1,
99,Senate,5,1252,1,
99,Senate,5,1366,1,
99,Senate,5,3658,9,
99,Senate,5,4812,1,
99,Senate,5,5767,9,
99,Senate,5,7638,1,
99,Senate,5,8883,9,
99,Senate,5,9369,1,
99,Senate,5,10513,1,
99,Senate,5,10535,1,
99,Senate,5,10562,1,
99,Senate,5,10569,1,
99,Senate,5,10605,9,
99,Senate,5,10791,1,
99,Senate,5,10808,1,
99,Senate,5,10818,1,
99,Senate,5,11029,9,
99,Senate,5,11043,1,
99,Senate,5,11044,9,
99,Senate,5,11203,1,
99,Senate,5,11204,1,
99,Senate,5,12032,6,
99,Senate,5,12039,1,
99,Senate,5,12103,1,
99,Senate,5,12104,9,
99,Senate,5,12107,1,
99,Senate,5,12109,9,
99,Senate,5,13039,1,
99,Senate,5,13050,9,
99,Senate,5,13101,1,
99,Senate,5,14000,1,
99,Senate,5,14002,1,
99,Senate,5,14009,1,
99,Senate,5,14010,9,
99,Senate,5,14056,1,
99,Senate,5,14073,1,
99,Senate,5,14077,9,
99,Senate,5,14101,9,
99,Senate,5,14103,1,
99,Senate,5,14105,9,
99,Senate,5,14107,9,
99,Senate,5,14108,1,
99,Senate,5,14203,1,
99,Senate,5,14213,1,
99,Senate,5,14226,1,
99,Senate,5,14230,1,
99,Senate,5,14242,1,
99,Senate,5,14268,1,
99,Senate,5,14275,1,
99,Senate,5,14300,9,
99,Senate,5,14302,1,
99,Senate,5,14303,9,
99,Senate,5,14304,1,
99,Senate,5,14305,1,
99,Senate,5,14307,1,
99,Senate,5,14423,1,
99,Senate,5,14447,6,
99,Senate,5,14456,1,
99,Senate,5,14500,1,
99,Senate,5,14501,1,
99,Senate,5,14502,1,
99,Senate,5,14503,1,
99,Senate,5,14506,1,
99,Senate,5,14508,1,
99,Senate,5,14509,1,
99,Senate,5,14511,1,
99,Senate,5,14512,1,
99,Senate,5,14628,1,
99,Senate,5,14700,1,
99,Senate,5,14701,1,
99,Senate,5,14702,9,
99,Senate,5,14703,1,
99,Senate,5,14704,1,
99,Senate,5,14705,1,
99,Senate,5,14706,1,
99,Senate,5,14708,1,
99,Senate,5,14709,1,
99,Senate,5,14710,1,
99,Senate,5,14712,1,
99,Senate,5,14713,1,
99,Senate,5,14900,1,
99,Senate,5,14901,9,
99,Senate,5,14902,1,
99,Senate,5,14903,9,
99,Senate,5,14904,1,
99,Senate,5,14905,1,
99,Senate,5,14906,1,
99,Senate,5,14907,1,
99,Senate,5,14908,1,
99,Senate,5,14909,1,
99,Senate,5,14910,1,
99,Senate,5,14912,1,
99,Senate,5,14913,1,
99,Senate,5,14914,1,
99,Senate,5,14915,1,
99,Senate,5,14916,1,
99,Senate,5,14920,1,
99,Senate,5,14921,1,
99,Senate,5,14922,1,
99,Senate,5,99907,9,
99,Senate,6,660,1,100.0
99,Senate,6,1252,1,100.0
99,Senate,6,1366,1,100.0
99,Senate,6,3658,6,29.2
99,Senate,6,4812,1,100.0
99,Senate,6,5767,9,100.0
99,Senate,6,7638,1,100.0
99,Senate,6,8883,9,100.0
99,Senate,6,9369,1,100.0
99,Senate,6,10513,1,99.7
99,Senate,6,10535,1,94.2
99,Senate,6,10562,1,99.3
99,Senate,6,10569,1,100.0
99,Senate,6,10605,1,100.0
99,Senate,6,10791,1,100.0
99,Senate,6,10808,1,100.0
99,Senate,6,10818,1,100.0
99,Senate,6,11029,9,99.8
99,Senate,6,11043,1,100.0
99,Senate,6,11044,1,99.6
99,Senate,6,11203,1,98.3
99,Senate,6,11204,1,100.0
99,Senate,6,12032,6,13.8
99,Senate,6,12039,1,100.0
99,Senate,6,12103,1,100.0
99,Senate,6,12104,9,100.0
99,Senate,6,12107,1,95.3
99,Senate,6,12109,9,99.3
99,Senate,6,13039,1,100.0
99,Senate,6,13050,1,98.5
99,Senate,6,13101,1,100.0
99,Senate,6,14000,1,100.0
99,Senate,6,14002,1,98.3
99,Senate,6,14009,1,100.0
99,Senate,6,14010,1,99.5
99,Senate,6,14056,1,99.5
99,Senate,6,14073,1,100.0
99,Senate,6,14077,1,98.6
99,Senate,6,14101,1,100.0
99,Senate,6,14103,1,100.0
99,Senate,6,14105,1,100.0
99,Senate,6,14107,1,100.0
99,Senate,6,14108,1,100.0
99,Senate,6,14203,1,100.0
99,Senate,6,14213,1,100.0
99,Senate,6,14226,1,100.0
99,Senate,6,14230,1,100.0
99,Senate,6,14242,1,100.0
99,Senate,6,14268,1,100.0
99,Senate,6,14275,1,100.0
99,Senate,6,14300,1,100.0
99,Senate,6,14302,1,100.0
99,Senate,6,14303,9,98.8
99,Senate,6,14304,1,100.0
99,Senate,6,14305,1,100.0
99,Senate,6,14307,1,100.0
99,Senate,6,14423,1,100.0
99,Senate,6,14447,6,61.7
99,Senate,6,14456,9,100.0
99,Senate,6,14500,1,84.6
99,Senate,6,14501,1,97.4
99,Senate,6,14502,1,100.0
99,Senate,6,14503,1,100.0
99,Senate,6,14506,1,98.1
99,Senate,6,14508,1,100.0
99,Senate,6,14509,1,100.0
99,Senate,6,14511,1,71.4
99,Senate,6,14512,1,100.0
99,Senate,6,14628,1,97.3
99,Senate,6,14700,1,100.0
99,Senate,6,14701,1,85.0
99,Senate,6,14702,9,100.0
99,Senate,6,14703,1,95.8
99,Senate,6,14704,1,100.0
99,Senate,6,14705,1,100.0
99,Senate,6,14706,1,98.7
99,Senate,6,14708,1,98.8
99,Senate,6,14709,1,100.0
99,Senate,6,14710,1,99.4
99,Senate,6,14712,1,100.0
99,Senate,6,14713,1,100.0
99,Senate,6,14900,1,100.0
99,Senate,6,14901,1,100.0
99,Senate,6,14902,1,100.0
99,Senate,6,14903,1,100.0
99,Senate,6,14904,1,92.5
99,Senate,6,14905,1,100.0
99,Senate,6,14906,1,100.0
99,Senate,6,14907,1,99.6
99,Senate,6,14908,1,99.9
99,Senate,6,14909,1,87.5
99,Senate,6,14910,1,99.6
99,Senate,6,14912,1,100.0
99,Senate,6,14913,1,98.6
99,Senate,6,14914,1,100.0
99,Senate,6,14915,1,97.3
99,Senate,6,14916,1,57.6
99,Senate,6,14920,1,100.0
99,Senate,6,14921,1,100.0
99,Senate,6,14922,1,100.0
99,Senate,6,99907,9,4.8
99,Senate,7,660,1,100.0
99,Senate,7,1252,1,100.0
99,Senate,7,1366,1,100.0
99,Senate,7,3658,6,38.2
99,Senate,7,4812,1,100.0
99,Senate,7,5767,1,100.0
99,Senate,7,7638,1,100.0
99,Senate,7,8883,1,100.0
99,Senate,7,9369,1,100.0
99,Senate,7,10513,1,99.5
99,Senate,7,10535,1,93.3
99,Senate,7,10562,1,99.0
99,Senate,7,10569,1,100.0
99,Senate,7,10605,1,100.0
99,Senate,7,10791,1,100.0
99,Senate,7,10808,1,100.0
99,Senate,7,10818,1,100.0
99,Senate,7,11029,1,99.7
99,Senate,7,11043,1,100.0
99,Senate,7,11044,1,99.3
99,Senate,7,11203,1,97.7
99,Senate,7,11204,1,100.0
99,Senate,7,12032,6,16.2
99,Senate,7,12039,1,100.0
99,Senate,7,12103,1,100.0
99,Senate,7,12104,9,100.0
99,Senate,7,12107,9,93.9
99,Senate,7,12109,9,98.9
99,Senate,7,13039,1,100.0
99,Senate,7,13050,1,98.0
99,Senate,7,13101,1,100.0
99,Senate,7,14000,1,100.0
99,Senate,7,14002,1,97.0
99,Senate,7,14009,1,100.0
99,Senate,7,14010,1,99.3
99,Senate,7,14056,1,99.1
99,Senate,7,14073,1,100.0
99,Senate,7,14077,1,97.7
99,Senate,7,14101,1,100.0
99,Senate,7,14103,1,99.9
99,Senate,7,14105,1,100.0
99,Senate,7,14107,1,100.0
99,Senate,7,14108,9,100.0
99,Senate,7,14203,1,100.0
99,Senate,7,14213,1,100.0
99,Senate,7,14226,1,100.0
99,Senate,7,14230,1,100.0
99,Senate,7,14242,1,100.0
99,Senate,7,14268,1,100.0
99,Senate,7,14275,1,100.0
99,Senate,7,14300,1,100.0
99,Senate,7,14302,1,100.0
99,Senate,7,14303,9,97.9
99,Senate,7,14304,1,100.0
99,Senate,7,14305,1,100.0
99,Senate,7,14307,1,100.0
99,Senate,7,14423,1,100.0
99,Senate,7,14447,6,69.7
99,Senate,7,14456,1,100.0
99,Senate,7,14500,9,82.0
99,Senate,7,14501,1,96.4
99,Senate,7,14502,1,100.0
99,Senate,7,14503,1,100.0
99,Senate,7,14506,1,97.1
99,Senate,7,14508,1,100.0
99,Senate,7,14509,1,100.0
99,Senate,7,14511,9,62.8
99,Senate,7,14512,1,100.0
99,Senate,7,14628,1,95.6
99,Senate,7,14700,1,100.0
99,Senate,7,14701,1,80.8
99,Senate,7,14702,1,100.0
99,Senate,7,14703,1,94.6
99,Senate,7,14704,1,100.0
99,Senate,7,14705,1,100.0
99,Senate,7,14706,9,97.6
99,Senate,7,14708,9,98.3
99,Senate,7,14709,1,100.0
99,Senate,7,14710,1,99.0
99,Senate,7,14712,1,100.0
99,Senate,7,14713,1,100.0
99,Senate,7,14900,1,99.9
99,Senate,7,14901,1,100.0
99,Senate,7,14902,1,100.0
99,Senate,7,14903,1,100.0
99,Senate,7,14904,1,89.8
99,Senate,7,14905,1,100.0
99,Senate,7,14906,1,100.0
99,Senate,7,14907,1,99.3
99,Senate,7,14908,1,99.7
99,Senate,7,14909,1,83.5
99,Senate,7,14910,1,99.5
99,Senate,7,14912,1,100.0
99,Senate,7,14913,1,97.6
99,Senate,7,14914,1,100.0
99,Senate,7,14915,1,95.9
99,Senate,7,14916,1,51.8
99,Senate,7,14920,1,100.0
99,Senate,7,14921,1,99.9
99,Senate,7,14922,1,100.0
99,Senate,7,99907,9,2.8
99,Senate,8,660,1,
99,Senate,8,1252,1,
99,Senate,8,1366,1,
99,Senate,8,3658,9,
99,Senate,8,4812,1,
99,Senate,8,5767,1,
99,Senate,8,7638,1,
99,Senate,8,8883,9,
99,Senate,8,9369,1,
99,Senate,8,10513,1,
99,Senate,8,10535,1,
99,Senate,8,10562,1,
99,Senate,8,10569,1,
99,Senate,8,10605,1,
99,Senate,8,10791,1,
99,Senate,8,10808,1,
99,Senate,8,10818,1,
99,Senate,8,11029,9,
99,Senate,8,11043,1,
99,Senate,8,11044,1,
99,Senate,8,11203,1,
99,Senate,8,11204,1,
99,Senate,8,12032,6,
99,Senate,8,12039,1,
99,Senate,8,12103,1,
99,Senate,8,12104,9,
99,Senate,8,12107,1,
99,Senate,8,12109,9,
99,Senate,8,13039,1,
99,Senate,8,13050,1,
99,Senate,8,13101,1,
99,Senate,8,14000,1,
99,Senate,8,14002,1,
99,Senate,8,14009,1,
99,Senate,8,14010,1,
99,Senate,8,14056,1,
99,Senate,8,14073,1,
99,Senate,8,14077,1,
99,Senate,8,14101,9,
99,Senate,8,14103,1,
99,Senate,8,14105,1,
99,Senate,8,14107,1,
99,Senate,8,14108,1,
99,Senate,8,14203,1,
99,Senate,8,14213,1,
99,Senate,8,14226,1,
99,Senate,8,14230,1,
99,Senate,8,14242,1,
99,Senate,8,14268,9,
99,Senate,8,14275,1,
99,Senate,8,14300,1,
99,Senate,8,14302,1,
99,Senate,8,14303,9,
99,Senate,8,14304,1,
99,Senate,8,14305,1,
99,Senate,8,14307,1,
99,Senate,8,14423,1,
99,Senate,8,14447,6,
99,Senate,8,14456,1,
99,Senate,8,14500,1,
99,Senate,8,14501,1,
99,Senate,8,14502,1,
99,Senate,8,14503,1,
99,Senate,8,14506,1,
99,Senate,8,14508,1,
99,Senate,8,14509,1,
99,Senate,8,14511,1,
99,Senate,8,14512,1,
99,Senate,8,14628,1,
99,Senate,8,14700,1,
99,Senate,8,14701,1,
99,Senate,8,14702,1,
99,Senate,8,14703,1,
99,Senate,8,14704,1,
99,Senate,8,14705,1,
99,Senate,8,14706,9,
99,Senate,8,14708,9,
99,Senate,8,14709,1,
99,Senate,8,14710,1,
99,Senate,8,14712,1,
